序号,变量名,数据类型,隐藏初始值,初始值,掉电保持,网络公开,注释,软元件地址,
,S082_1数据缓存[24],INT,,0,,,,R10584,
,S082_1数据缓存[25],INT,,0,,,,R10585,
,S082_1数据缓存[26],INT,,0,,,,R10586,
,S082_1数据缓存[27],INT,,0,,,,R10587,
,S082_1数据缓存[28],INT,,0,,,,R10588,
,S082_1数据缓存[29],INT,,0,,,,R10589,
71,S082_2数据缓存,INT[30],,...,保持,私有,放瓶盖工位2二维码数据存放 PC-PLC,R10590,
,S082_2数据缓存[0],INT,,0,,,,R10590,
,S082_2数据缓存[1],INT,,0,,,,R10591,
,S082_2数据缓存[2],INT,,0,,,,R10592,
,S082_2数据缓存[3],INT,,0,,,,R10593,
,S082_2数据缓存[4],INT,,0,,,,R10594,
,S082_2数据缓存[5],INT,,0,,,,R10595,
,S082_2数据缓存[6],INT,,0,,,,R10596,
,S082_2数据缓存[7],INT,,0,,,,R10597,
,S082_2数据缓存[8],INT,,0,,,,R10598,
,S082_2数据缓存[9],INT,,0,,,,R10599,
,S082_2数据缓存[10],INT,,0,,,,R10600,
,S082_2数据缓存[11],INT,,0,,,,R10601,
,S082_2数据缓存[12],INT,,0,,,,R10602,
,S082_2数据缓存[13],INT,,0,,,,R10603,
,S082_2数据缓存[14],INT,,0,,,,R10604,
,S082_2数据缓存[15],INT,,0,,,,R10605,
,S082_2数据缓存[16],INT,,0,,,,R10606,
,S082_2数据缓存[17],INT,,0,,,,R10607,
,S082_2数据缓存[18],INT,,0,,,,R10608,
,S082_2数据缓存[19],INT,,0,,,,R10609,
,S082_2数据缓存[20],INT,,0,,,,R10610,
,S082_2数据缓存[21],INT,,0,,,,R10611,
,S082_2数据缓存[22],INT,,0,,,,R10612,
,S082_2数据缓存[23],INT,,0,,,,R10613,
,S082_2数据缓存[24],INT,,0,,,,R10614,
,S082_2数据缓存[25],INT,,0,,,,R10615,
,S082_2数据缓存[26],INT,,0,,,,R10616,
,S082_2数据缓存[27],INT,,0,,,,R10617,
,S082_2数据缓存[28],INT,,0,,,,R10618,
,S082_2数据缓存[29],INT,,0,,,,R10619,
72,S082_3数据缓存,INT[30],,...,保持,私有,放瓶盖工位3二维码数据存放 PC-PLC,R10620,
,S082_3数据缓存[0],INT,,0,,,,R10620,
,S082_3数据缓存[1],INT,,0,,,,R10621,
,S082_3数据缓存[2],INT,,0,,,,R10622,
,S082_3数据缓存[3],INT,,0,,,,R10623,
,S082_3数据缓存[4],INT,,0,,,,R10624,
,S082_3数据缓存[5],INT,,0,,,,R10625,
,S082_3数据缓存[6],INT,,0,,,,R10626,
,S082_3数据缓存[7],INT,,0,,,,R10627,
,S082_3数据缓存[8],INT,,0,,,,R10628,
,S082_3数据缓存[9],INT,,0,,,,R10629,
,S082_3数据缓存[10],INT,,0,,,,R10630,
,S082_3数据缓存[11],INT,,0,,,,R10631,
,S082_3数据缓存[12],INT,,0,,,,R10632,
,S082_3数据缓存[13],INT,,0,,,,R10633,
,S082_3数据缓存[14],INT,,0,,,,R10634,
,S082_3数据缓存[15],INT,,0,,,,R10635,
,S082_3数据缓存[16],INT,,0,,,,R10636,
,S082_3数据缓存[17],INT,,0,,,,R10637,
,S082_3数据缓存[18],INT,,0,,,,R10638,
,S082_3数据缓存[19],INT,,0,,,,R10639,
,S082_3数据缓存[20],INT,,0,,,,R10640,
,S082_3数据缓存[21],INT,,0,,,,R10641,
,S082_3数据缓存[22],INT,,0,,,,R10642,
,S082_3数据缓存[23],INT,,0,,,,R10643,
,S082_3数据缓存[24],INT,,0,,,,R10644,
,S082_3数据缓存[25],INT,,0,,,,R10645,
,S082_3数据缓存[26],INT,,0,,,,R10646,
,S082_3数据缓存[27],INT,,0,,,,R10647,
,S082_3数据缓存[28],INT,,0,,,,R10648,
,S082_3数据缓存[29],INT,,0,,,,R10649,
73,S082_4数据缓存,INT[30],,...,保持,私有,放瓶盖工位4二维码数据存放 PC-PLC,R10650,
,S082_4数据缓存[0],INT,,0,,,,R10650,
,S082_4数据缓存[1],INT,,0,,,,R10651,
,S082_4数据缓存[2],INT,,0,,,,R10652,
,S082_4数据缓存[3],INT,,0,,,,R10653,
,S082_4数据缓存[4],INT,,0,,,,R10654,
,S082_4数据缓存[5],INT,,0,,,,R10655,
,S082_4数据缓存[6],INT,,0,,,,R10656,
,S082_4数据缓存[7],INT,,0,,,,R10657,
,S082_4数据缓存[8],INT,,0,,,,R10658,
,S082_4数据缓存[9],INT,,0,,,,R10659,
,S082_4数据缓存[10],INT,,0,,,,R10660,
,S082_4数据缓存[11],INT,,0,,,,R10661,
,S082_4数据缓存[12],INT,,0,,,,R10662,
,S082_4数据缓存[13],INT,,0,,,,R10663,
,S082_4数据缓存[14],INT,,0,,,,R10664,
,S082_4数据缓存[15],INT,,0,,,,R10665,
,S082_4数据缓存[16],INT,,0,,,,R10666,
,S082_4数据缓存[17],INT,,0,,,,R10667,
,S082_4数据缓存[18],INT,,0,,,,R10668,
,S082_4数据缓存[19],INT,,0,,,,R10669,
,S082_4数据缓存[20],INT,,0,,,,R10670,
,S082_4数据缓存[21],INT,,0,,,,R10671,
,S082_4数据缓存[22],INT,,0,,,,R10672,
,S082_4数据缓存[23],INT,,0,,,,R10673,
,S082_4数据缓存[24],INT,,0,,,,R10674,
,S082_4数据缓存[25],INT,,0,,,,R10675,
,S082_4数据缓存[26],INT,,0,,,,R10676,
,S082_4数据缓存[27],INT,,0,,,,R10677,
,S082_4数据缓存[28],INT,,0,,,,R10678,
,S082_4数据缓存[29],INT,,0,,,,R10679,
74,S082_5数据缓存,INT[30],,...,保持,私有,放瓶盖工位5二维码数据存放 PC-PLC,R10680,
,S082_5数据缓存[0],INT,,0,,,,R10680,
,S082_5数据缓存[1],INT,,0,,,,R10681,
,S082_5数据缓存[2],INT,,0,,,,R10682,
,S082_5数据缓存[3],INT,,0,,,,R10683,
,S082_5数据缓存[4],INT,,0,,,,R10684,
,S082_5数据缓存[5],INT,,0,,,,R10685,
,S082_5数据缓存[6],INT,,0,,,,R10686,
,S082_5数据缓存[7],INT,,0,,,,R10687,
,S082_5数据缓存[8],INT,,0,,,,R10688,
,S082_5数据缓存[9],INT,,0,,,,R10689,
,S082_5数据缓存[10],INT,,0,,,,R10690,
,S082_5数据缓存[11],INT,,0,,,,R10691,
,S082_5数据缓存[12],INT,,0,,,,R10692,
,S082_5数据缓存[13],INT,,0,,,,R10693,
,S082_5数据缓存[14],INT,,0,,,,R10694,
,S082_5数据缓存[15],INT,,0,,,,R10695,
,S082_5数据缓存[16],INT,,0,,,,R10696,
,S082_5数据缓存[17],INT,,0,,,,R10697,
,S082_5数据缓存[18],INT,,0,,,,R10698,
,S082_5数据缓存[19],INT,,0,,,,R10699,
,S082_5数据缓存[20],INT,,0,,,,R10700,
,S082_5数据缓存[21],INT,,0,,,,R10701,
,S082_5数据缓存[22],INT,,0,,,,R10702,
,S082_5数据缓存[23],INT,,0,,,,R10703,
,S082_5数据缓存[24],INT,,0,,,,R10704,
,S082_5数据缓存[25],INT,,0,,,,R10705,
,S082_5数据缓存[26],INT,,0,,,,R10706,
,S082_5数据缓存[27],INT,,0,,,,R10707,
,S082_5数据缓存[28],INT,,0,,,,R10708,
,S082_5数据缓存[29],INT,,0,,,,R10709,
75,S09原点信号_1,BOOL,,OFF,保持,公有,加液工位-PLC TO PC,R10800.0,
76,S09原点信号_2,BOOL,,OFF,保持,公有,加液工位-PLC TO PC,R10800.1,
77,S09原点信号_3,BOOL,,OFF,保持,公有,加液工位-PLC TO PC,R10800.2,
78,S09原点信号_4,BOOL,,OFF,保持,公有,加液工位-PLC TO PC,R10800.3,
79,S09工艺选择,INT,,0,保持,公有,加液工位-PC TO PLC,R10801,
80,S09工艺执行,BOOL,,OFF,保持,公有,加液工位-PC TO PLC,R10800.4,
81,S09工艺完成,INT,,0,保持,公有,加液工位-PLC TO PC,R10802,
82,S09工艺busy,INT,,0,保持,公有,加液工位-PLC TO PC,R10803,
83,S09工艺完成反馈,BOOL,,OFF,保持,公有,加液工位-PLC TO PC,R10800.5,
84,S09试剂盒工位编号,INT,,0,保持,公有,加液工位-PC TO PLC,R10804,
85,S09试剂TIP编号,INT,,0,保持,公有,加液工位-PC TO PLC,R10805,
86,S09液体瓶编号,INT,,0,保持,公有,加液工位-PC TO PLC,R10806,
87,S09取液体量,INT,,0,保持,公有,加液工位-PC TO PLC,R10807,
88,S09放液量,INT,,0,保持,公有,加液工位-PC TO PLC,R10808,
89,S09天平反馈,REAL,,0.000000,保持,公有,加液工位-PLC TO PC,R10810,
90,S09液体瓶1容量,REAL,,0.000000,保持,公有,,R10812,
91,S09液体瓶2容量,REAL,,0.000000,保持,公有,,R10814,
92,S09液体瓶3容量,REAL,,0.000000,保持,公有,,R10816,
93,S09液体瓶4容量,REAL,,0.000000,保持,公有,,R10818,
94,S09液体瓶5容量,REAL,,0.000000,保持,公有,,R10820,
95,工站状态,INT[12],,...,保持,公有,,R10830,
,工站状态[0],INT,,0,,,S01状态 PLC TO PC 0报警中，1未准备好，2准备好，3运行中，4单循环中，5寸动中，6初始化中,R10830,
,工站状态[1],INT,,0,,,S02状态 PLC TO PC 0报警中，1未准备好，2准备好，3运行中，4单循环中，5寸动中，6初始化中,R10831,
,工站状态[2],INT,,0,,,S03状态 PLC TO PC 0报警中，1未准备好，2准备好，3运行中，4单循环中，5寸动中，6初始化中,R10832,
,工站状态[3],INT,,0,,,S04状态 PLC TO PC 0报警中，1未准备好，2准备好，3运行中，4单循环中，5寸动中，6初始化中,R10833,
,工站状态[4],INT,,0,,,S05状态 PLC TO PC 0报警中，1未准备好，2准备好，3运行中，4单循环中，5寸动中，6初始化中,R10834,
,工站状态[5],INT,,0,,,S06状态 PLC TO PC 0报警中，1未准备好，2准备好，3运行中，4单循环中，5寸动中，6初始化中,R10835,
,工站状态[6],INT,,0,,,S07状态 PLC TO PC 0报警中，1未准备好，2准备好，3运行中，4单循环中，5寸动中，6初始化中,R10836,
,工站状态[7],INT,,0,,,S08状态 PLC TO PC 0报警中，1未准备好，2准备好，3运行中，4单循环中，5寸动中，6初始化中,R10837,
,工站状态[8],INT,,0,,,S09状态 PLC TO PC 0报警中，1未准备好，2准备好，3运行中，4单循环中，5寸动中，6初始化中,R10838,
,工站状态[9],INT,,0,,,S10状态 PLC TO PC 0报警中，1未准备好，2准备好，3运行中，4单循环中，5寸动中，6初始化中,R10839,
,工站状态[10],INT,,0,,,S11状态 PLC TO PC 0报警中，1未准备好，2准备好，3运行中，4单循环中，5寸动中，6初始化中,R10840,
,工站状态[11],INT,,0,,,S12状态 PLC TO PC 0报警中，1未准备好，2准备好，3运行中，4单循环中，5寸动中，6初始化中,R10841,
96,PLC_R任务号,INT,,0,不保持,私有,,,
97,S01取料编号,INT,,0,保持,公有,PC-PLC,,
98,S01入料产品,INT,,0,保持,公有,PC-PLC ,,
99,S02取放料编号,INT,,0,保持,公有,PC-PLC,,
100,S03取放料产品,INT,,0,保持,公有,PC-PLC  ,,
101,S03取放料编号,INT,,0,保持,公有,PC-PLC  ,,
102,S04取放料编号,INT,,0,不保持,公有,PC-PLC  ,,
103,S071取放料编号,INT,,0,不保持,公有,PC-PLC  ,,
104,S072取放料产品,INT,,0,不保持,公有,PC-PLC  ,,
105,S08取放料产品,INT,,0,不保持,公有,PC-PLC  ,,
106,S08取放料编号,INT,,0,不保持,私有,PC-PLC  ,,
107,S09取放料产品,INT,,0,不保持,私有,PC-PLC  ,,
108,S09取放料编号,INT,,0,不保持,私有,PC-PLC  ,,
109,S10取放料编号,INT,,0,不保持,私有,PC-PLC  ,,
110,S11取放料产品,INT,,0,不保持,私有,PC-PLC  ,,
111,S11取放料编号,INT,,0,不保持,私有,PC-PLC  ,,
112,S07原点信号,BOOL,,OFF,保持,公有,PC-PLC 机器人可以取放料,,
113,S07允许加工,BOOL,,OFF,不保持,私有,PLC-PC,,
114,S07工艺选择,INT,,0,不保持,私有,PC-PLC ,,
115,S07参数写入完成,BOOL,,OFF,不保持,私有,PC-PLC ,,
116,S07工艺完成,INT,,0,不保持,私有,PLC-PC,,
117,S07上下料位置,INT,,0,不保持,私有,PC-PLC ,,
118,S07粗注粉位置号,INT,,0,不保持,私有,PC-PLC ,,
119,S07精注粉位置号,INT,,0,不保持,私有,PC-PLC ,,
120,S07注粉重量,REAL,,0.000000,不保持,私有,PC-PLC ,,
121,S07_粗注粉开口量,INT[5],,...,不保持,私有,PC-PLC ,,
,S07_粗注粉开口量[0],INT,,0,,,,,
,S07_粗注粉开口量[1],INT,,0,,,,,
,S07_粗注粉开口量[2],INT,,0,,,,,
,S07_粗注粉开口量[3],INT,,0,,,,,
,S07_粗注粉开口量[4],INT,,0,,,,,
122,S07_粗注粉落粉匀速,REAL[5],,...,不保持,私有,PC-PLC ,,
,S07_粗注粉落粉匀速[0],REAL,,0.000000,,,,,
,S07_粗注粉落粉匀速[1],REAL,,0.000000,,,,,
,S07_粗注粉落粉匀速[2],REAL,,0.000000,,,,,
,S07_粗注粉落粉匀速[3],REAL,,0.000000,,,,,
,S07_粗注粉落粉匀速[4],REAL,,0.000000,,,,,
123,S07_粗注粉旋转速度,INT[5],,...,不保持,私有,PC-PLC ,,
,S07_粗注粉旋转速度[0],INT,,0,,,,,
,S07_粗注粉旋转速度[1],INT,,0,,,,,
,S07_粗注粉旋转速度[2],INT,,0,,,,,
,S07_粗注粉旋转速度[3],INT,,0,,,,,
,S07_粗注粉旋转速度[4],INT,,0,,,,,
124,S07_粗注粉提请停止量,DINT[5],,...,不保持,私有,PC-PLC ,,
,S07_粗注粉提请停止量[0],DINT,,0,,,,,
,S07_粗注粉提请停止量[1],DINT,,0,,,,,
,S07_粗注粉提请停止量[2],DINT,,0,,,,,
,S07_粗注粉提请停止量[3],DINT,,0,,,,,
,S07_粗注粉提请停止量[4],DINT,,0,,,,,
125,S07_粗注粉震荡最高速度,INT,,0,不保持,私有,PC-PLC ,,
126,S07_精注粉开口量,INT[5],,...,不保持,私有,PC-PLC ,,
,S07_精注粉开口量[0],INT,,0,,,,,
,S07_精注粉开口量[1],INT,,0,,,,,
,S07_精注粉开口量[2],INT,,0,,,,,
,S07_精注粉开口量[3],INT,,0,,,,,
,S07_精注粉开口量[4],INT,,0,,,,,
127,S07_精注粉落粉匀速_C,REAL[5],,...,不保持,私有,PC-PLC ,,
,S07_精注粉落粉匀速_C[0],REAL,,0.000000,,,,,
,S07_精注粉落粉匀速_C[1],REAL,,0.000000,,,,,
,S07_精注粉落粉匀速_C[2],REAL,,0.000000,,,,,
,S07_精注粉落粉匀速_C[3],REAL,,0.000000,,,,,
,S07_精注粉落粉匀速_C[4],REAL,,0.000000,,,,,
128,S07_精注粉旋转速度_C,INT[5],,...,不保持,私有,PC-PLC ,,
,S07_精注粉旋转速度_C[0],INT,,0,,,,,
,S07_精注粉旋转速度_C[1],INT,,0,,,,,
,S07_精注粉旋转速度_C[2],INT,,0,,,,,
,S07_精注粉旋转速度_C[3],INT,,0,,,,,
,S07_精注粉旋转速度_C[4],INT,,0,,,,,
129,S07_精注粉提请停止量_C,DINT[5],,...,不保持,私有,PC-PLC ,,
,S07_精注粉提请停止量_C[0],DINT,,0,,,,,
,S07_精注粉提请停止量_C[1],DINT,,0,,,,,
,S07_精注粉提请停止量_C[2],DINT,,0,,,,,
,S07_精注粉提请停止量_C[3],DINT,,0,,,,,
,S07_精注粉提请停止量_C[4],DINT,,0,,,,,
130,S07_精注粉震荡最高速度_C,INT,,0,不保持,私有,PC-PLC ,,
131,S07位置1二维码,INT[30],,...,不保持,私有,PLC-PC,,
,S07位置1二维码[0],INT,,0,,,,,
,S07位置1二维码[1],INT,,0,,,,,
,S07位置1二维码[2],INT,,0,,,,,
,S07位置1二维码[3],INT,,0,,,,,
,S07位置1二维码[4],INT,,0,,,,,
,S07位置1二维码[5],INT,,0,,,,,
,S07位置1二维码[6],INT,,0,,,,,
,S07位置1二维码[7],INT,,0,,,,,
,S07位置1二维码[8],INT,,0,,,,,
,S07位置1二维码[9],INT,,0,,,,,
,S07位置1二维码[10],INT,,0,,,,,
,S07位置1二维码[11],INT,,0,,,,,
,S07位置1二维码[12],INT,,0,,,,,
,S07位置1二维码[13],INT,,0,,,,,
,S07位置1二维码[14],INT,,0,,,,,
,S07位置1二维码[15],INT,,0,,,,,
,S07位置1二维码[16],INT,,0,,,,,
,S07位置1二维码[17],INT,,0,,,,,
,S07位置1二维码[18],INT,,0,,,,,
,S07位置1二维码[19],INT,,0,,,,,
,S07位置1二维码[20],INT,,0,,,,,
,S07位置1二维码[21],INT,,0,,,,,
,S07位置1二维码[22],INT,,0,,,,,
,S07位置1二维码[23],INT,,0,,,,,
,S07位置1二维码[24],INT,,0,,,,,
,S07位置1二维码[25],INT,,0,,,,,
,S07位置1二维码[26],INT,,0,,,,,
,S07位置1二维码[27],INT,,0,,,,,
,S07位置1二维码[28],INT,,0,,,,,
,S07位置1二维码[29],INT,,0,,,,,
132,S07位置2二维码,INT[30],,...,不保持,私有,PLC-PC,,
,S07位置2二维码[0],INT,,0,,,,,
,S07位置2二维码[1],INT,,0,,,,,
,S07位置2二维码[2],INT,,0,,,,,
,S07位置2二维码[3],INT,,0,,,,,
,S07位置2二维码[4],INT,,0,,,,,
,S07位置2二维码[5],INT,,0,,,,,
,S07位置2二维码[6],INT,,0,,,,,
,S07位置2二维码[7],INT,,0,,,,,
,S07位置2二维码[8],INT,,0,,,,,
,S07位置2二维码[9],INT,,0,,,,,
,S07位置2二维码[10],INT,,0,,,,,
,S07位置2二维码[11],INT,,0,,,,,
,S07位置2二维码[12],INT,,0,,,,,
,S07位置2二维码[13],INT,,0,,,,,
,S07位置2二维码[14],INT,,0,,,,,
,S07位置2二维码[15],INT,,0,,,,,
,S07位置2二维码[16],INT,,0,,,,,
,S07位置2二维码[17],INT,,0,,,,,
,S07位置2二维码[18],INT,,0,,,,,
,S07位置2二维码[19],INT,,0,,,,,
,S07位置2二维码[20],INT,,0,,,,,
,S07位置2二维码[21],INT,,0,,,,,
,S07位置2二维码[22],INT,,0,,,,,
,S07位置2二维码[23],INT,,0,,,,,
,S07位置2二维码[24],INT,,0,,,,,
,S07位置2二维码[25],INT,,0,,,,,
,S07位置2二维码[26],INT,,0,,,,,
,S07位置2二维码[27],INT,,0,,,,,
,S07位置2二维码[28],INT,,0,,,,,
,S07位置2二维码[29],INT,,0,,,,,
133,S07位置3二维码,INT[30],,...,不保持,私有,PLC-PC,,
,S07位置3二维码[0],INT,,0,,,,,
,S07位置3二维码[1],INT,,0,,,,,
,S07位置3二维码[2],INT,,0,,,,,
,S07位置3二维码[3],INT,,0,,,,,
,S07位置3二维码[4],INT,,0,,,,,
,S07位置3二维码[5],INT,,0,,,,,
,S07位置3二维码[6],INT,,0,,,,,
,S07位置3二维码[7],INT,,0,,,,,
,S07位置3二维码[8],INT,,0,,,,,
,S07位置3二维码[9],INT,,0,,,,,
,S07位置3二维码[10],INT,,0,,,,,
,S07位置3二维码[11],INT,,0,,,,,
,S07位置3二维码[12],INT,,0,,,,,
,S07位置3二维码[13],INT,,0,,,,,
,S07位置3二维码[14],INT,,0,,,,,
,S07位置3二维码[15],INT,,0,,,,,
,S07位置3二维码[16],INT,,0,,,,,
,S07位置3二维码[17],INT,,0,,,,,
,S07位置3二维码[18],INT,,0,,,,,
,S07位置3二维码[19],INT,,0,,,,,
,S07位置3二维码[20],INT,,0,,,,,
,S07位置3二维码[21],INT,,0,,,,,
,S07位置3二维码[22],INT,,0,,,,,
,S07位置3二维码[23],INT,,0,,,,,
,S07位置3二维码[24],INT,,0,,,,,
,S07位置3二维码[25],INT,,0,,,,,
,S07位置3二维码[26],INT,,0,,,,,
,S07位置3二维码[27],INT,,0,,,,,
,S07位置3二维码[28],INT,,0,,,,,
,S07位置3二维码[29],INT,,0,,,,,
134,S07位置4二维码,INT[30],,...,不保持,私有,PLC-PC,,
,S07位置4二维码[0],INT,,0,,,,,
,S07位置4二维码[1],INT,,0,,,,,
,S07位置4二维码[2],INT,,0,,,,,
,S07位置4二维码[3],INT,,0,,,,,
,S07位置4二维码[4],INT,,0,,,,,
,S07位置4二维码[5],INT,,0,,,,,
,S07位置4二维码[6],INT,,0,,,,,
,S07位置4二维码[7],INT,,0,,,,,
,S07位置4二维码[8],INT,,0,,,,,
,S07位置4二维码[9],INT,,0,,,,,
,S07位置4二维码[10],INT,,0,,,,,
,S07位置4二维码[11],INT,,0,,,,,
,S07位置4二维码[12],INT,,0,,,,,
,S07位置4二维码[13],INT,,0,,,,,
,S07位置4二维码[14],INT,,0,,,,,
,S07位置4二维码[15],INT,,0,,,,,
,S07位置4二维码[16],INT,,0,,,,,
,S07位置4二维码[17],INT,,0,,,,,
,S07位置4二维码[18],INT,,0,,,,,
,S07位置4二维码[19],INT,,0,,,,,
,S07位置4二维码[20],INT,,0,,,,,
,S07位置4二维码[21],INT,,0,,,,,
,S07位置4二维码[22],INT,,0,,,,,
,S07位置4二维码[23],INT,,0,,,,,
,S07位置4二维码[24],INT,,0,,,,,
,S07位置4二维码[25],INT,,0,,,,,
,S07位置4二维码[26],INT,,0,,,,,
,S07位置4二维码[27],INT,,0,,,,,
,S07位置4二维码[28],INT,,0,,,,,
,S07位置4二维码[29],INT,,0,,,,,
135,S07位置5二维码,INT[30],,...,不保持,私有,PLC-PC,,
,S07位置5二维码[0],INT,,0,,,,,
,S07位置5二维码[1],INT,,0,,,,,
,S07位置5二维码[2],INT,,0,,,,,
,S07位置5二维码[3],INT,,0,,,,,
,S07位置5二维码[4],INT,,0,,,,,
,S07位置5二维码[5],INT,,0,,,,,
,S07位置5二维码[6],INT,,0,,,,,
,S07位置5二维码[7],INT,,0,,,,,
,S07位置5二维码[8],INT,,0,,,,,
,S07位置5二维码[9],INT,,0,,,,,
,S07位置5二维码[10],INT,,0,,,,,
,S07位置5二维码[11],INT,,0,,,,,
,S07位置5二维码[12],INT,,0,,,,,
,S07位置5二维码[13],INT,,0,,,,,
,S07位置5二维码[14],INT,,0,,,,,
,S07位置5二维码[15],INT,,0,,,,,
,S07位置5二维码[16],INT,,0,,,,,
,S07位置5二维码[17],INT,,0,,,,,
,S07位置5二维码[18],INT,,0,,,,,
,S07位置5二维码[19],INT,,0,,,,,
,S07位置5二维码[20],INT,,0,,,,,
,S07位置5二维码[21],INT,,0,,,,,
,S07位置5二维码[22],INT,,0,,,,,
,S07位置5二维码[23],INT,,0,,,,,
,S07位置5二维码[24],INT,,0,,,,,
,S07位置5二维码[25],INT,,0,,,,,
,S07位置5二维码[26],INT,,0,,,,,
,S07位置5二维码[27],INT,,0,,,,,
,S07位置5二维码[28],INT,,0,,,,,
,S07位置5二维码[29],INT,,0,,,,,
136,S07位置6二维码,INT[30],,...,不保持,私有,PLC-PC,,
,S07位置6二维码[0],INT,,0,,,,,
,S07位置6二维码[1],INT,,0,,,,,
,S07位置6二维码[2],INT,,0,,,,,
,S07位置6二维码[3],INT,,0,,,,,
,S07位置6二维码[4],INT,,0,,,,,
,S07位置6二维码[5],INT,,0,,,,,
,S07位置6二维码[6],INT,,0,,,,,
,S07位置6二维码[7],INT,,0,,,,,
,S07位置6二维码[8],INT,,0,,,,,
,S07位置6二维码[9],INT,,0,,,,,
,S07位置6二维码[10],INT,,0,,,,,
,S07位置6二维码[11],INT,,0,,,,,
,S07位置6二维码[12],INT,,0,,,,,
,S07位置6二维码[13],INT,,0,,,,,
,S07位置6二维码[14],INT,,0,,,,,
,S07位置6二维码[15],INT,,0,,,,,
,S07位置6二维码[16],INT,,0,,,,,
,S07位置6二维码[17],INT,,0,,,,,
,S07位置6二维码[18],INT,,0,,,,,
,S07位置6二维码[19],INT,,0,,,,,
,S07位置6二维码[20],INT,,0,,,,,
,S07位置6二维码[21],INT,,0,,,,,
,S07位置6二维码[22],INT,,0,,,,,
,S07位置6二维码[23],INT,,0,,,,,
,S07位置6二维码[24],INT,,0,,,,,
,S07位置6二维码[25],INT,,0,,,,,
,S07位置6二维码[26],INT,,0,,,,,
,S07位置6二维码[27],INT,,0,,,,,
,S07位置6二维码[28],INT,,0,,,,,
,S07位置6二维码[29],INT,,0,,,,,
137,S07位置7二维码,INT[30],,...,不保持,私有,PLC-PC,,
,S07位置7二维码[0],INT,,0,,,,,
,S07位置7二维码[1],INT,,0,,,,,
,S07位置7二维码[2],INT,,0,,,,,
,S07位置7二维码[3],INT,,0,,,,,
,S07位置7二维码[4],INT,,0,,,,,
,S07位置7二维码[5],INT,,0,,,,,
,S07位置7二维码[6],INT,,0,,,,,
,S07位置7二维码[7],INT,,0,,,,,
,S07位置7二维码[8],INT,,0,,,,,
,S07位置7二维码[9],INT,,0,,,,,
,S07位置7二维码[10],INT,,0,,,,,
,S07位置7二维码[11],INT,,0,,,,,
,S07位置7二维码[12],INT,,0,,,,,
,S07位置7二维码[13],INT,,0,,,,,
,S07位置7二维码[14],INT,,0,,,,,
,S07位置7二维码[15],INT,,0,,,,,
,S07位置7二维码[16],INT,,0,,,,,
,S07位置7二维码[17],INT,,0,,,,,
,S07位置7二维码[18],INT,,0,,,,,
,S07位置7二维码[19],INT,,0,,,,,
,S07位置7二维码[20],INT,,0,,,,,
,S07位置7二维码[21],INT,,0,,,,,
,S07位置7二维码[22],INT,,0,,,,,
,S07位置7二维码[23],INT,,0,,,,,
,S07位置7二维码[24],INT,,0,,,,,
,S07位置7二维码[25],INT,,0,,,,,
,S07位置7二维码[26],INT,,0,,,,,
,S07位置7二维码[27],INT,,0,,,,,
,S07位置7二维码[28],INT,,0,,,,,
,S07位置7二维码[29],INT,,0,,,,,
138,S07位置8二维码,INT[30],,...,不保持,私有,PLC-PC,,
,S07位置8二维码[0],INT,,0,,,,,
,S07位置8二维码[1],INT,,0,,,,,
,S07位置8二维码[2],INT,,0,,,,,
,S07位置8二维码[3],INT,,0,,,,,
,S07位置8二维码[4],INT,,0,,,,,
,S07位置8二维码[5],INT,,0,,,,,
,S07位置8二维码[6],INT,,0,,,,,
,S07位置8二维码[7],INT,,0,,,,,
,S07位置8二维码[8],INT,,0,,,,,
,S07位置8二维码[9],INT,,0,,,,,
,S07位置8二维码[10],INT,,0,,,,,
,S07位置8二维码[11],INT,,0,,,,,
,S07位置8二维码[12],INT,,0,,,,,
,S07位置8二维码[13],INT,,0,,,,,
,S07位置8二维码[14],INT,,0,,,,,
,S07位置8二维码[15],INT,,0,,,,,
,S07位置8二维码[16],INT,,0,,,,,
,S07位置8二维码[17],INT,,0,,,,,
,S07位置8二维码[18],INT,,0,,,,,
,S07位置8二维码[19],INT,,0,,,,,
,S07位置8二维码[20],INT,,0,,,,,
,S07位置8二维码[21],INT,,0,,,,,
,S07位置8二维码[22],INT,,0,,,,,
,S07位置8二维码[23],INT,,0,,,,,
,S07位置8二维码[24],INT,,0,,,,,
,S07位置8二维码[25],INT,,0,,,,,
,S07位置8二维码[26],INT,,0,,,,,
,S07位置8二维码[27],INT,,0,,,,,
,S07位置8二维码[28],INT,,0,,,,,
,S07位置8二维码[29],INT,,0,,,,,
139,S07位置9二维码,INT[30],,...,不保持,私有,PLC-PC,,
,S07位置9二维码[0],INT,,0,,,,,
,S07位置9二维码[1],INT,,0,,,,,
,S07位置9二维码[2],INT,,0,,,,,
,S07位置9二维码[3],INT,,0,,,,,
,S07位置9二维码[4],INT,,0,,,,,
,S07位置9二维码[5],INT,,0,,,,,
,S07位置9二维码[6],INT,,0,,,,,
,S07位置9二维码[7],INT,,0,,,,,
,S07位置9二维码[8],INT,,0,,,,,
,S07位置9二维码[9],INT,,0,,,,,
,S07位置9二维码[10],INT,,0,,,,,
,S07位置9二维码[11],INT,,0,,,,,
,S07位置9二维码[12],INT,,0,,,,,
,S07位置9二维码[13],INT,,0,,,,,
