Name,EnglishName,NodeType,DataType,NodeLanguage,NodeId
磁力搅拌参数设置_C[1].加热温度,mag_stirrer_c1_heat_temp,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[1].加热温度
磁力搅拌参数设置_C[1].时间设置,mag_stirrer_c1_time_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[1].时间设置
磁力搅拌参数设置_C[1].返回设定速度,mag_stirrer_c1_return_speed_setpoint,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[1].返回设定速度
磁力搅拌参数设置_C[1].返回实际速度,mag_stirrer_c1_return_speed_actual,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[1].返回实际速度
磁力搅拌参数设置_C[1].返回设定温度,mag_stirrer_c1_return_temp_setpoint,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[1].返回设定温度
磁力搅拌参数设置_C[1].返回实际温度,mag_stirrer_c1_return_temp_actual,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[1].返回实际温度
磁力搅拌参数设置_C[1].返回设定时间,mag_stirrer_c1_return_time_setpoint,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[1].返回设定时间
磁力搅拌参数设置_C[1].返回实际时间,mag_stirrer_c1_return_time_actual,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[1].返回实际时间
磁力搅拌参数设置_C[1].工作模式设置,mag_stirrer_c1_work_mode_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[1].工作模式设置
磁力搅拌参数设置_C[1].加热模式设置,mag_stirrer_c1_heat_mode_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[1].加热模式设置
磁力搅拌参数设置_C[1].温度单位,mag_stirrer_c1_temp_unit,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[1].温度单位
磁力搅拌参数设置_C[1].加热模式,mag_stirrer_c1_heat_mode,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[1].加热模式
磁力搅拌参数设置_C[1].仪器模式,mag_stirrer_c1_instrument_mode,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[1].仪器模式
磁力搅拌参数设置_C[1].安全温度,mag_stirrer_c1_safe_temp,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[1].安全温度
磁力搅拌参数设置_C[2].搅拌速度,mag_stirrer_c2_stir_speed,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[2].搅拌速度
磁力搅拌参数设置_C[2].加热温度,mag_stirrer_c2_heat_temp,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[2].加热温度
磁力搅拌参数设置_C[2].时间设置,mag_stirrer_c2_time_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[2].时间设置
磁力搅拌参数设置_C[2].返回设定速度,mag_stirrer_c2_return_speed_setpoint,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[2].返回设定速度
磁力搅拌参数设置_C[2].返回实际速度,mag_stirrer_c2_return_speed_actual,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[2].返回实际速度
磁力搅拌参数设置_C[2].返回设定温度,mag_stirrer_c2_return_temp_setpoint,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[2].返回设定温度
磁力搅拌参数设置_C[2].返回实际温度,mag_stirrer_c2_return_temp_actual,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[2].返回实际温度
磁力搅拌参数设置_C[2].返回设定时间,mag_stirrer_c2_return_time_setpoint,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[2].返回设定时间
磁力搅拌参数设置_C[2].返回实际时间,mag_stirrer_c2_return_time_actual,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[2].返回实际时间
磁力搅拌参数设置_C[2].工作模式设置,mag_stirrer_c2_work_mode_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[2].工作模式设置
磁力搅拌参数设置_C[2].加热模式设置,mag_stirrer_c2_heat_mode_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[2].加热模式设置
磁力搅拌参数设置_C[2].温度单位,mag_stirrer_c2_temp_unit,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[2].温度单位
磁力搅拌参数设置_C[2].加热模式,mag_stirrer_c2_heat_mode,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[2].加热模式
磁力搅拌参数设置_C[2].仪器模式,mag_stirrer_c2_instrument_mode,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[2].仪器模式
磁力搅拌参数设置_C[2].安全温度,mag_stirrer_c2_safe_temp,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[2].安全温度
注射泵参数[0].当前位置显示,syringe_pump_0_current_position,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[0].当前位置显示
注射泵参数[0].绝对位置设置,syringe_pump_0_abs_position_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[0].绝对位置设置
注射泵参数[0].抽液位置设置,syringe_pump_0_aspirate_pos_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[0].抽液位置设置
注射泵参数[0].排液位置设置,syringe_pump_0_dispense_pos_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[0].排液位置设置
注射泵参数[0].启动速度,syringe_pump_0_start_speed,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[0].启动速度
注射泵参数[0].最高速度,syringe_pump_0_max_speed,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[0].最高速度
注射泵参数[0].加速度代码,syringe_pump_0_accel_code,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[0].加速度代码
注射泵参数[1].当前位置显示,syringe_pump_1_current_position,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[1].当前位置显示
注射泵参数[1].绝对位置设置,syringe_pump_1_abs_position_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[1].绝对位置设置
注射泵参数[1].抽液位置设置,syringe_pump_1_aspirate_pos_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[1].抽液位置设置
注射泵参数[1].排液位置设置,syringe_pump_1_dispense_pos_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[1].排液位置设置
注射泵参数[1].启动速度,syringe_pump_1_start_speed,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[1].启动速度
注射泵参数[1].最高速度,syringe_pump_1_max_speed,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[1].最高速度
注射泵参数[1].加速度代码,syringe_pump_1_accel_code,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[1].加速度代码
注射泵参数[2].当前位置显示,syringe_pump_2_current_position,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[2].当前位置显示
注射泵参数[2].绝对位置设置,syringe_pump_2_abs_position_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[2].绝对位置设置
注射泵参数[2].抽液位置设置,syringe_pump_2_aspirate_pos_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[2].抽液位置设置
注射泵参数[2].排液位置设置,syringe_pump_2_dispense_pos_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[2].排液位置设置
注射泵参数[2].启动速度,syringe_pump_2_start_speed,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[2].启动速度
注射泵参数[2].最高速度,syringe_pump_2_max_speed,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[2].最高速度
注射泵参数[2].加速度代码,syringe_pump_2_accel_code,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.注射泵参数[2].加速度代码
机器人取烧杯编号,robot_pick_beaker_id,VARIABLE,INT32,Chinese,ns=2;s=AI4M.设备 1.机器人取烧杯编号
机器人放烧杯编号,robot_place_beaker_id,VARIABLE,INT32,Chinese,ns=2;s=AI4M.设备 1.机器人放烧杯编号
机器人放检测编号,robot_place_station_id,VARIABLE,INT32,Chinese,ns=2;s=AI4M.设备 1.机器人放检测编号
机器人取检测编号,robot_pick_station_id,VARIABLE,INT32,Chinese,ns=2;s=AI4M.设备 1.机器人取检测编号
机器人初始化,robot_init,VARIABLE,INT32,Chinese,ns=2;s=AI4M.设备 1.机器人初始化
机器人料架取烧杯1完成,robot_rack_pick_beaker_1_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人料架取烧杯1完成
机器人料架取烧杯2完成,robot_rack_pick_beaker_2_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人料架取烧杯2完成
机器人料架取烧杯3完成,robot_rack_pick_beaker_3_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人料架取烧杯3完成
机器人料架取烧杯4完成,robot_rack_pick_beaker_4_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人料架取烧杯4完成
机器人料架取烧杯5完成,robot_rack_pick_beaker_5_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人料架取烧杯5完成
机器人料架放烧杯1完成,robot_rack_place_beaker_1_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人料架放烧杯1完成
机器人料架放烧杯2完成,robot_rack_place_beaker_2_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人料架放烧杯2完成
机器人料架放烧杯3完成,robot_rack_place_beaker_3_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人料架放烧杯3完成
机器人料架放烧杯4完成,robot_rack_place_beaker_4_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人料架放烧杯4完成
机器人料架放烧杯5完成,robot_rack_place_beaker_5_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人料架放烧杯5完成
机器人放检测1完成,robot_place_station_1_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人放检测1完成
机器人放检测2完成,robot_place_station_2_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人放检测2完成
机器人放检测3完成,robot_place_station_3_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人放检测3完成
机器人取检测1完成,robot_pick_station_1_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人取检测1完成
机器人取检测2完成,robot_pick_station_2_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人取检测2完成
机器人取检测3完成,robot_pick_station_3_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人取检测3完成
机器人初始化完成,robot_init_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人初始化完成
机器人料架取烧杯1开始,robot_rack_pick_beaker_1_start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人料架取烧杯1开始
机器人料架取烧杯2开始,robot_rack_pick_beaker_2_start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人料架取烧杯2开始
机器人料架取烧杯3开始,robot_rack_pick_beaker_3_start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人料架取烧杯3开始
机器人料架取烧杯4开始,robot_rack_pick_beaker_4_start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人料架取烧杯4开始
机器人料架取烧杯5开始,robot_rack_pick_beaker_5_start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人料架取烧杯5开始
机器人料架放烧杯1开始,robot_rack_place_beaker_1_start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人料架放烧杯1开始
机器人料架放烧杯2开始,robot_rack_place_beaker_2_start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人料架放烧杯2开始
机器人料架放烧杯3开始,robot_rack_place_beaker_3_start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人料架放烧杯3开始
机器人料架放烧杯4开始,robot_rack_place_beaker_4_start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人料架放烧杯4开始
机器人料架放烧杯5开始,robot_rack_place_beaker_5_start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人料架放烧杯5开始
机器人放检测1开始,robot_place_station_1_start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人放检测1开始
机器人放检测2开始,robot_place_station_2_start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人放检测2开始
机器人放检测3开始,robot_place_station_3_start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人放检测3开始
机器人取检测1开始,robot_pick_station_1_start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人取检测1开始
机器人取检测2开始,robot_pick_station_2_start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人取检测2开始
机器人取检测3开始,robot_pick_station_3_start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人取检测3开始
机器人机器人安全点,robot_safe_point,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人机器人安全点
机器人机器人安全区域1,robot_safe_zone_1,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人机器人安全区域1
机器人机器人安全区域2,robot_safe_zone_2,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人机器人安全区域2
机器人机器人安全区域3,robot_safe_zone_3,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人机器人安全区域3
自动作业开始触发,auto_run_start_trigger,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.自动作业开始触发
自动作业完成,auto_run_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.自动作业完成
检测1请求参数,station_1_request_params,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.检测1请求参数
检测2请求参数,station_2_request_params,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.检测2请求参数
检测3请求参数,station_3_request_params,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.检测3请求参数
检测1参数已执行,station_1_params_received,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.检测1参数已执行
检测2参数已执行,station_2_params_received,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.检测2参数已执行
检测3参数已执行,station_3_params_received,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.检测3参数已执行
检测1空闲,station_1_ready,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.检测1空闲
检测2空闲,station_2_ready,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.检测2空闲
检测3空闲,station_3_ready,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.检测3空闲
机器人空闲,robot_ready,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.机器人空闲
检测1工艺完成,station_1_process_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.检测1工艺完成
检测2工艺完成,station_2_process_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.检测2工艺完成
检测3工艺完成,station_3_process_complete,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.检测3工艺完成
模式切换,mode_switch,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.模式切换
初始化PC,initialize,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.初始化PC
初始化完成PC,init finished,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.初始化完成PC
报警复位,alarm_reset,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.报警复位
手自动切换,manual_auto_switch,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.手自动切换
自动模式PC,auto_mode,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.自动模式PC
自动作业参数已下发,auto_param_downloaded,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.自动作业参数已下发
自动作业参数已执行,auto_param_applied,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.自动作业参数已执行
自动作业等待停止时间,auto_job_stop_delay,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.自动作业等待停止时间
检测1开始,station_1_start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.检测1开始
检测2开始,station_2_start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.检测2开始
检测3开始,station_3_start,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.检测3开始
磁力搅拌参数设置_C[3].搅拌速度,mag_stirrer_c3_stir_speed,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[3].搅拌速度
磁力搅拌参数设置_C[3].加热温度,mag_stirrer_c3_heat_temp,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[3].加热温度
磁力搅拌参数设置_C[3].时间设置,mag_stirrer_c3_time_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[3].时间设置
磁力搅拌参数设置_C[3].返回设定速度,mag_stirrer_c3_return_speed_setpoint,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[3].返回设定速度
磁力搅拌参数设置_C[3].返回实际速度,mag_stirrer_c3_return_speed_actual,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[3].返回实际速度
磁力搅拌参数设置_C[3].返回设定温度,mag_stirrer_c3_return_temp_setpoint,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[3].返回设定温度
磁力搅拌参数设置_C[3].返回实际温度,mag_stirrer_c3_return_temp_actual,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[3].返回实际温度
磁力搅拌参数设置_C[3].返回设定时间,mag_stirrer_c3_return_time_setpoint,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[3].返回设定时间
磁力搅拌参数设置_C[3].返回实际时间,mag_stirrer_c3_return_time_actual,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[3].返回实际时间
磁力搅拌参数设置_C[3].工作模式设置,mag_stirrer_c3_work_mode_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[3].工作模式设置
磁力搅拌参数设置_C[3].加热模式设置,mag_stirrer_c3_heat_mode_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[3].加热模式设置
磁力搅拌参数设置_C[3].温度单位,mag_stirrer_c3_temp_unit,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[3].温度单位
磁力搅拌参数设置_C[3].加热模式,mag_stirrer_c3_heat_mode,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[3].加热模式
磁力搅拌参数设置_C[3].仪器模式,mag_stirrer_c3_instrument_mode,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[3].仪器模式
磁力搅拌参数设置_C[3].安全温度,mag_stirrer_c3_safe_temp,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[3].安全温度
磁力搅拌参数设置_C[4].搅拌速度,mag_stirrer_c4_stir_speed,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[4].搅拌速度
磁力搅拌参数设置_C[4].加热温度,mag_stirrer_c4_heat_temp,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[4].加热温度
磁力搅拌参数设置_C[4].时间设置,mag_stirrer_c4_time_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[4].时间设置
磁力搅拌参数设置_C[4].返回设定速度,mag_stirrer_c4_return_speed_setpoint,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[4].返回设定速度
磁力搅拌参数设置_C[4].返回实际速度,mag_stirrer_c4_return_speed_actual,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[4].返回实际速度
磁力搅拌参数设置_C[4].返回设定温度,mag_stirrer_c4_return_temp_setpoint,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[4].返回设定温度
磁力搅拌参数设置_C[4].返回实际温度,mag_stirrer_c4_return_temp_actual,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[4].返回实际温度
磁力搅拌参数设置_C[4].返回设定时间,mag_stirrer_c4_return_time_setpoint,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[4].返回设定时间
磁力搅拌参数设置_C[4].返回实际时间,mag_stirrer_c4_return_time_actual,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[4].返回实际时间
磁力搅拌参数设置_C[4].工作模式设置,mag_stirrer_c4_work_mode_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[4].工作模式设置
磁力搅拌参数设置_C[4].加热模式设置,mag_stirrer_c4_heat_mode_set,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[4].加热模式设置
磁力搅拌参数设置_C[4].温度单位,mag_stirrer_c4_temp_unit,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[4].温度单位
磁力搅拌参数设置_C[4].加热模式,mag_stirrer_c4_heat_mode,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[4].加热模式
磁力搅拌参数设置_C[4].仪器模式,mag_stirrer_c4_instrument_mode,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[4].仪器模式
磁力搅拌参数设置_C[4].安全温度,mag_stirrer_c4_safe_temp,VARIABLE,INT16,Chinese,ns=2;s=AI4M.设备 1.磁力搅拌参数设置_C[4].安全温度
三轴空闲,3-Axis_Idle,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.三轴空闲
三轴故障,3-Axis_Fault,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.三轴故障
三轴复位,3-Axis_Reset,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.三轴复位
三轴初始化,3-Axis_Initialization,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.三轴初始化
三轴初始化完成,3-Axis_Initialization_Done,VARIABLE,BOOLEAN,Chinese,ns=2;s=AI4M.设备 1.三轴初始化完成
